[5/20/2022 6:01:00 PM | 382 ms] : ( d1_11.2382_False_0 )
[5/20/2022 6:01:03 PM | 541 ms] : ( d5_137.4047_False_0 )
[5/20/2022 6:01:03 PM | 557 ms] : ( d6_1011.702_False_0 )
[5/20/2022 6:01:03 PM | 665 ms] : ( d1_11.47056_False_0 )
[5/20/2022 6:01:03 PM | 681 ms] : ( d2_29.89851_False_0 )
[5/20/2022 6:01:03 PM | 696 ms] : ( d3_18.42686_False_0 )
[5/20/2022 6:01:03 PM | 711 ms] : ( d4_45.44178_False_0 )
[5/20/2022 6:01:03 PM | 726 ms] : ( d5_276.1115_False_0 )
[5/20/2022 6:01:03 PM | 741 ms] : ( d6_1119.681_False_0 )
[5/20/2022 6:01:03 PM | 851 ms] : ( d1_10.55116_False_0 )
[5/20/2022 6:01:03 PM | 867 ms] : ( d2_33.1379_False_0 )
[5/20/2022 6:01:03 PM | 882 ms] : ( d3_19.50666_False_0 )
[5/20/2022 6:01:03 PM | 898 ms] : ( d4_52.37711_False_0 )
[5/20/2022 6:01:03 PM | 913 ms] : ( d5_119.3033_False_0 )
[5/20/2022 6:01:03 PM | 928 ms] : ( d6_1466.448_False_0 )
[5/20/2022 6:01:04 PM |  38 ms] : ( d1_11.19904_False_0 )
[5/20/2022 6:01:04 PM |  54 ms] : ( d2_28.5409_False_0 )
[5/20/2022 6:01:04 PM |  69 ms] : ( d3_17.97433_False_0 )
[5/20/2022 6:01:04 PM |  84 ms] : ( d4_54.53671_False_0 )
[5/20/2022 6:01:04 PM | 100 ms] : ( d5_258.01_False_0 )
[5/20/2022 6:01:04 PM | 115 ms] : ( d6_1074.427_False_0 )
[5/20/2022 6:01:04 PM | 223 ms] : ( d1_10.27964_False_0 )
[5/20/2022 6:01:04 PM | 239 ms] : ( d2_31.78029_False_0 )
[5/20/2022 6:01:04 PM | 255 ms] : ( d3_19.05412_False_0 )
[5/20/2022 6:01:04 PM | 271 ms] : ( d4_51.47204_False_0 )
[5/20/2022 6:01:04 PM | 286 ms] : ( d5_101.2018_False_0 )
[5/20/2022 6:01:04 PM | 301 ms] : ( d6_1421.194_False_0 )
[5/20/2022 6:01:04 PM | 410 ms] : ( d1_10.92752_False_0 )
[5/20/2022 6:01:04 PM | 426 ms] : ( d2_27.1833_False_0 )
[5/20/2022 6:01:04 PM | 442 ms] : ( d3_17.52179_False_0 )
[5/20/2022 6:01:04 PM | 457 ms] : ( d4_53.63163_False_0 )
[5/20/2022 6:01:04 PM | 472 ms] : ( d5_239.9086_False_0 )
[5/20/2022 6:01:04 PM | 488 ms] : ( d6_1029.174_False_0 )
[5/20/2022 6:01:04 PM | 598 ms] : ( d1_10.00812_False_0 )
[5/20/2022 6:01:04 PM | 613 ms] : ( d2_30.42268_False_0 )
[5/20/2022 6:01:04 PM | 628 ms] : ( d3_18.60159_False_0 )
[5/20/2022 6:01:04 PM | 644 ms] : ( d4_50.56697_False_0 )
[5/20/2022 6:01:04 PM | 660 ms] : ( d5_283.1004_False_0 )
[5/20/2022 6:01:04 PM | 676 ms] : ( d6_1375.941_False_0 )
[5/20/2022 6:01:04 PM | 784 ms] : ( d1_10.656_False_0 )
[5/20/2022 6:01:04 PM | 800 ms] : ( d2_25.82569_False_0 )
[5/20/2022 6:01:04 PM | 816 ms] : ( d3_17.06925_False_0 )
[5/20/2022 6:01:04 PM | 831 ms] : ( d4_52.72656_False_0 )
[5/20/2022 6:01:04 PM | 847 ms] : ( d5_221.8071_False_0 )
[5/20/2022 6:01:04 PM | 862 ms] : ( d6_1483.92_False_0 )
[5/20/2022 6:01:04 PM | 971 ms] : ( d1_12.7366_False_0 )
[5/20/2022 6:01:04 PM | 986 ms] : ( d2_29.06507_False_0 )
[5/20/2022 6:01:05 PM |   2 ms] : ( d3_18.14905_False_0 )
[5/20/2022 6:01:05 PM |  18 ms] : ( d4_49.6619_False_0 )
[5/20/2022 6:01:05 PM |  33 ms] : ( d5_264.999_False_0 )
[5/20/2022 6:01:05 PM |  49 ms] : ( d6_1330.687_False_0 )
[5/20/2022 6:01:05 PM | 158 ms] : ( d1_10.38448_False_0 )
[5/20/2022 6:01:05 PM | 174 ms] : ( d2_39.46808_False_0 )
[5/20/2022 6:01:05 PM | 190 ms] : ( d3_16.61672_False_0 )
[5/20/2022 6:01:05 PM | 206 ms] : ( d4_51.82149_False_0 )
[5/20/2022 6:01:05 PM | 221 ms] : ( d5_203.7057_False_0 )
[5/20/2022 6:01:05 PM | 236 ms] : ( d6_1438.667_False_0 )
[5/20/2022 6:01:05 PM | 345 ms] : ( d1_12.46508_False_0 )
[5/20/2022 6:01:05 PM | 361 ms] : ( d2_27.70747_False_0 )
[5/20/2022 6:01:05 PM | 376 ms] : ( d3_17.69651_False_0 )
[5/20/2022 6:01:05 PM | 391 ms] : ( d4_48.75682_False_0 )
[5/20/2022 6:01:05 PM | 406 ms] : ( d5_246.8975_False_0 )
[5/20/2022 6:01:05 PM | 421 ms] : ( d6_1285.434_False_0 )
[5/20/2022 6:01:05 PM | 545 ms] : ( d1_10.11296_False_0 )
[5/20/2022 6:01:05 PM | 560 ms] : ( d2_38.11047_False_0 )
[5/20/2022 6:01:05 PM | 576 ms] : ( d3_16.16418_False_0 )
[5/20/2022 6:01:05 PM | 591 ms] : ( d4_50.91642_False_0 )
[5/20/2022 6:01:05 PM | 607 ms] : ( d5_185.6043_False_0 )
[5/20/2022 6:01:05 PM | 622 ms] : ( d6_1393.413_False_0 )
[5/20/2022 6:01:05 PM | 730 ms] : ( d1_12.19356_False_0 )
[5/20/2022 6:01:05 PM | 745 ms] : ( d2_26.34986_False_0 )
[5/20/2022 6:01:05 PM | 761 ms] : ( d3_17.24398_False_0 )
[5/20/2022 6:01:05 PM | 776 ms] : ( d4_47.85175_False_0 )
[5/20/2022 6:01:05 PM | 791 ms] : ( d5_228.7961_False_0 )
[5/20/2022 6:01:05 PM | 807 ms] : ( d6_1240.18_False_0 )
[5/20/2022 6:01:05 PM | 920 ms] : ( d1_12.84143_False_0 )
[5/20/2022 6:01:05 PM | 933 ms] : ( d2_36.75286_False_0 )
[5/20/2022 6:01:05 PM | 948 ms] : ( d3_15.71165_False_0 )
[5/20/2022 6:01:05 PM | 964 ms] : ( d4_50.01134_False_0 )
[5/20/2022 6:01:05 PM | 980 ms] : ( d5_167.5028_False_0 )
[5/20/2022 6:01:05 PM | 995 ms] : ( d6_1348.16_False_0 )
[5/20/2022 6:01:06 PM | 104 ms] : ( d1_11.92204_False_0 )
[5/20/2022 6:01:06 PM | 120 ms] : ( d2_39.99225_False_0 )
[5/20/2022 6:01:06 PM | 136 ms] : ( d3_16.79144_False_0 )
[5/20/2022 6:01:06 PM | 152 ms] : ( d4_46.94668_False_0 )
[5/20/2022 6:01:06 PM | 168 ms] : ( d5_210.6946_False_0 )
[5/20/2022 6:01:06 PM | 182 ms] : ( d6_1194.927_False_0 )
[5/20/2022 6:01:06 PM | 292 ms] : ( d1_12.56991_False_0 )
[5/20/2022 6:01:06 PM | 308 ms] : ( d2_35.39526_False_0 )
[5/20/2022 6:01:06 PM | 324 ms] : ( d3_15.25911_False_0 )
[5/20/2022 6:01:06 PM | 339 ms] : ( d4_49.10627_False_0 )
[5/20/2022 6:01:06 PM | 355 ms] : ( d5_149.4014_False_0 )
[5/20/2022 6:01:06 PM | 370 ms] : ( d6_1302.906_False_0 )
[5/20/2022 6:01:06 PM | 481 ms] : ( d1_11.65051_False_0 )
[5/20/2022 6:01:06 PM | 496 ms] : ( d2_38.63464_False_0 )
[5/20/2022 6:01:06 PM | 512 ms] : ( d3_16.33891_False_0 )
[5/20/2022 6:01:06 PM | 528 ms] : ( d4_46.04161_False_0 )
[5/20/2022 6:01:06 PM | 544 ms] : ( d5_192.5932_False_0 )
[5/20/2022 6:01:06 PM | 559 ms] : ( d6_1149.673_False_0 )
[5/20/2022 6:01:06 PM | 666 ms] : ( d1_12.29839_False_0 )
[5/20/2022 6:01:06 PM | 682 ms] : ( d2_34.03765_False_0 )
[5/20/2022 6:01:06 PM | 697 ms] : ( d3_19.80658_False_0 )
[5/20/2022 6:01:06 PM | 713 ms] : ( d4_48.2012_False_0 )
[5/20/2022 6:01:06 PM | 728 ms] : ( d5_131.3_False_0 )
[5/20/2022 6:01:06 PM | 743 ms] : ( d6_1257.652_False_0 )
