[4/12/2022 9:14:13 PM |  33 ms] : ( d1_12.3776_False_0 )
[4/12/2022 9:14:14 PM | 630 ms] : ( d2_38.45933_False_0 )
[4/12/2022 9:14:14 PM | 646 ms] : ( d3_18.66834_False_0 )
[4/12/2022 9:14:14 PM | 662 ms] : ( d4_45.92474_False_0 )
[4/12/2022 9:14:14 PM | 678 ms] : ( d5_190.2557_False_0 )
[4/12/2022 9:14:14 PM | 694 ms] : ( d6_1143.829_False_0 )
[4/12/2022 9:14:14 PM | 970 ms] : ( d1_10.75838_False_0 )
[4/12/2022 9:14:14 PM | 975 ms] : ( d2_26.33757_False_0 )
[4/12/2022 9:14:14 PM | 992 ms] : ( d3_17.23988_False_0 )
[4/12/2022 9:14:15 PM |   5 ms] : ( d4_53.06782_False_0 )
[4/12/2022 9:14:15 PM | 238 ms] : ( d5_110.861_False_0 )
[4/12/2022 9:14:15 PM | 254 ms] : ( d6_1206.555_False_0 )
[4/12/2022 9:14:15 PM | 364 ms] : ( d1_11.07241_False_0 )
[4/12/2022 9:14:15 PM | 379 ms] : ( d2_35.74412_False_0 )
[4/12/2022 9:14:15 PM | 394 ms] : ( d3_17.76327_False_0 )
[4/12/2022 9:14:15 PM | 424 ms] : ( d4_54.11459_False_0 )
[4/12/2022 9:14:15 PM | 439 ms] : ( d5_154.0529_False_0 )
[4/12/2022 9:14:15 PM | 514 ms] : ( d6_1009.719_False_0 )
[4/12/2022 9:14:15 PM | 716 ms] : ( d1_10.21533_False_0 )
[4/12/2022 9:14:15 PM | 739 ms] : ( d2_29.00443_False_0 )
[4/12/2022 9:14:15 PM | 756 ms] : ( d3_18.12884_False_0 )
[4/12/2022 9:14:15 PM | 784 ms] : ( d4_53.20952_False_0 )
[4/12/2022 9:14:15 PM | 801 ms] : ( d5_135.9514_False_0 )
[4/12/2022 9:14:15 PM | 816 ms] : ( d6_1008.068_False_0 )
[4/12/2022 9:14:15 PM | 927 ms] : ( d1_11.44876_False_0 )
[4/12/2022 9:14:15 PM | 943 ms] : ( d2_29.78952_False_0 )
[4/12/2022 9:14:15 PM | 959 ms] : ( d3_18.39053_False_0 )
[4/12/2022 9:14:15 PM | 975 ms] : ( d4_50.14486_False_0 )
[4/12/2022 9:14:15 PM | 991 ms] : ( d5_274.6582_False_0 )
[4/12/2022 9:14:16 PM |   7 ms] : ( d6_1116.048_False_0 )
[4/12/2022 9:14:16 PM | 117 ms] : ( d1_10.52937_False_0 )
[4/12/2022 9:14:16 PM | 131 ms] : ( d2_33.0289_False_0 )
[4/12/2022 9:14:16 PM | 146 ms] : ( d3_16.8582_False_0 )
[4/12/2022 9:14:16 PM | 161 ms] : ( d4_52.30445_False_0 )
[4/12/2022 9:14:16 PM | 177 ms] : ( d5_117.85_False_0 )
[4/12/2022 9:14:16 PM | 193 ms] : ( d6_1462.815_False_0 )
[4/12/2022 9:14:16 PM | 302 ms] : ( d1_11.17724_False_0 )
[4/12/2022 9:14:16 PM | 318 ms] : ( d2_28.43191_False_0 )
[4/12/2022 9:14:16 PM | 332 ms] : ( d3_17.93799_False_0 )
[4/12/2022 9:14:16 PM | 348 ms] : ( d4_49.23979_False_0 )
[4/12/2022 9:14:16 PM | 364 ms] : ( d5_256.5567_False_0 )
[4/12/2022 9:14:16 PM | 380 ms] : ( d6_1070.794_False_0 )
[4/12/2022 9:14:16 PM | 488 ms] : ( d1_10.25784_False_0 )
[4/12/2022 9:14:16 PM | 504 ms] : ( d2_31.6713_False_0 )
[4/12/2022 9:14:16 PM | 520 ms] : ( d3_16.40566_False_0 )
[4/12/2022 9:14:16 PM | 535 ms] : ( d4_51.39938_False_0 )
[4/12/2022 9:14:16 PM | 551 ms] : ( d5_299.7486_False_0 )
[4/12/2022 9:14:16 PM | 567 ms] : ( d6_1417.561_False_0 )
[4/12/2022 9:14:16 PM | 677 ms] : ( d1_10.90572_False_0 )
[4/12/2022 9:14:16 PM | 693 ms] : ( d2_27.0743_False_0 )
[4/12/2022 9:14:16 PM | 709 ms] : ( d3_17.48546_False_0 )
[4/12/2022 9:14:16 PM | 725 ms] : ( d4_48.33471_False_0 )
[4/12/2022 9:14:16 PM | 740 ms] : ( d5_238.4553_False_0 )
[4/12/2022 9:14:16 PM | 756 ms] : ( d6_1025.541_False_0 )
[4/12/2022 9:14:16 PM | 864 ms] : ( d1_12.98632_False_0 )
[4/12/2022 9:14:16 PM | 879 ms] : ( d2_30.31369_False_0 )
[4/12/2022 9:14:16 PM | 895 ms] : ( d3_15.95313_False_0 )
[4/12/2022 9:14:16 PM | 911 ms] : ( d4_50.4943_False_0 )
[4/12/2022 9:14:16 PM | 927 ms] : ( d5_281.6471_False_0 )
[4/12/2022 9:14:16 PM | 943 ms] : ( d6_1372.308_False_0 )
[4/12/2022 9:14:17 PM |  52 ms] : ( d1_10.6342_False_0 )
[4/12/2022 9:14:17 PM |  67 ms] : ( d2_25.71669_False_0 )
[4/12/2022 9:14:17 PM |  82 ms] : ( d3_17.03292_False_0 )
[4/12/2022 9:14:17 PM |  98 ms] : ( d4_47.42964_False_0 )
[4/12/2022 9:14:17 PM | 113 ms] : ( d5_220.3539_False_0 )
[4/12/2022 9:14:17 PM | 128 ms] : ( d6_1480.287_False_0 )
[4/12/2022 9:14:17 PM | 251 ms] : ( d1_12.7148_False_0 )
[4/12/2022 9:14:17 PM | 267 ms] : ( d2_28.95608_False_0 )
[4/12/2022 9:14:17 PM | 283 ms] : ( d3_15.50059_False_0 )
[4/12/2022 9:14:17 PM | 298 ms] : ( d4_49.58923_False_0 )
[4/12/2022 9:14:17 PM | 313 ms] : ( d5_263.5457_False_0 )
[4/12/2022 9:14:17 PM | 328 ms] : ( d6_1327.054_False_0 )
[4/12/2022 9:14:17 PM | 436 ms] : ( d1_10.36268_False_0 )
[4/12/2022 9:14:17 PM | 451 ms] : ( d2_39.35909_False_0 )
[4/12/2022 9:14:17 PM | 466 ms] : ( d3_16.58039_False_0 )
[4/12/2022 9:14:17 PM | 481 ms] : ( d4_46.52457_False_0 )
[4/12/2022 9:14:17 PM | 497 ms] : ( d5_202.2524_False_0 )
[4/12/2022 9:14:17 PM | 512 ms] : ( d6_1435.034_False_0 )
[4/12/2022 9:14:17 PM | 619 ms] : ( d1_12.44328_False_0 )
[4/12/2022 9:14:17 PM | 634 ms] : ( d2_27.59847_False_0 )
[4/12/2022 9:14:17 PM | 650 ms] : ( d3_15.04806_False_0 )
[4/12/2022 9:14:17 PM | 665 ms] : ( d4_48.68416_False_0 )
[4/12/2022 9:14:17 PM | 681 ms] : ( d5_245.4442_False_0 )
[4/12/2022 9:14:17 PM | 696 ms] : ( d6_1281.8_False_0 )
[4/12/2022 9:14:17 PM | 805 ms] : ( d1_10.09116_False_0 )
[4/12/2022 9:14:17 PM | 820 ms] : ( d2_38.00148_False_0 )
[4/12/2022 9:14:17 PM | 836 ms] : ( d3_16.12785_False_0 )
[4/12/2022 9:14:17 PM | 851 ms] : ( d4_45.6195_False_0 )
[4/12/2022 9:14:17 PM | 867 ms] : ( d5_184.151_False_0 )
[4/12/2022 9:14:17 PM | 882 ms] : ( d6_1389.78_False_0 )
[4/12/2022 9:14:17 PM | 988 ms] : ( d1_12.17176_False_0 )
[4/12/2022 9:14:18 PM |   4 ms] : ( d2_26.24086_False_0 )
[4/12/2022 9:14:18 PM |  19 ms] : ( d3_19.59552_False_0 )
[4/12/2022 9:14:18 PM |  34 ms] : ( d4_47.77909_False_0 )
[4/12/2022 9:14:18 PM |  50 ms] : ( d5_227.3428_False_0 )
[4/12/2022 9:14:18 PM |  66 ms] : ( d6_1236.547_False_0 )
[4/12/2022 9:14:18 PM | 190 ms] : ( d1_12.81963_False_0 )
[4/12/2022 9:14:18 PM | 206 ms] : ( d2_27.02595_False_0 )
[4/12/2022 9:14:18 PM | 222 ms] : ( d3_19.85721_False_0 )
[4/12/2022 9:14:18 PM | 253 ms] : ( d4_51.89053_False_0 )
[4/12/2022 9:14:18 PM | 269 ms] : ( d5_205.0865_False_0 )
[4/12/2022 9:14:18 PM | 284 ms] : ( d6_1442.119_False_0 )
[4/12/2022 9:14:18 PM | 408 ms] : ( d1_12.48579_False_0 )
[4/12/2022 9:14:18 PM | 423 ms] : ( d2_27.81103_False_0 )
[4/12/2022 9:14:18 PM | 438 ms] : ( d3_17.73103_False_0 )
[4/12/2022 9:14:18 PM | 453 ms] : ( d4_48.82587_False_0 )
[4/12/2022 9:14:18 PM | 468 ms] : ( d5_248.2783_False_0 )
[4/12/2022 9:14:18 PM | 483 ms] : ( d6_1288.886_False_0 )
[4/12/2022 9:14:18 PM | 596 ms] : ( d1_10.13367_False_0 )
[4/12/2022 9:14:18 PM | 612 ms] : ( d2_38.21404_False_0 )
[4/12/2022 9:14:18 PM | 628 ms] : ( d3_16.1987_False_0 )
[4/12/2022 9:14:18 PM | 653 ms] : ( d4_49.34925_False_0 )
[4/12/2022 9:14:18 PM | 668 ms] : ( d5_258.7461_False_0 )
[4/12/2022 9:14:18 PM | 684 ms] : ( d6_1076.268_False_0 )
[4/12/2022 9:14:18 PM | 796 ms] : ( d1_10.29068_False_0 )
[4/12/2022 9:14:18 PM | 812 ms] : ( d2_31.83549_False_0 )
[4/12/2022 9:14:18 PM | 827 ms] : ( d3_16.4604_False_0 )
[4/12/2022 9:14:18 PM | 842 ms] : ( d4_51.50884_False_0 )
[4/12/2022 9:14:18 PM | 858 ms] : ( d5_197.4528_False_0 )
[4/12/2022 9:14:18 PM | 873 ms] : ( d6_1423.035_False_0 )
[4/12/2022 9:14:18 PM | 983 ms] : ( d1_12.37129_False_0 )
[4/12/2022 9:14:18 PM | 998 ms] : ( d2_27.2385_False_0 )
[4/12/2022 9:14:19 PM |  14 ms] : ( d3_17.54019_False_0 )
[4/12/2022 9:14:19 PM |  29 ms] : ( d4_48.44418_False_0 )
[4/12/2022 9:14:19 PM |  44 ms] : ( d5_240.6446_False_0 )
[4/12/2022 9:14:19 PM |  59 ms] : ( d6_1031.014_False_0 )
[4/12/2022 9:14:19 PM | 165 ms] : ( d1_10.01916_False_0 )
[4/12/2022 9:14:19 PM | 180 ms] : ( d2_30.47789_False_0 )
[4/12/2022 9:14:19 PM | 196 ms] : ( d3_16.00786_False_0 )
[4/12/2022 9:14:19 PM | 212 ms] : ( d4_50.60377_False_0 )
[4/12/2022 9:14:19 PM | 228 ms] : ( d5_179.3514_False_0 )
[4/12/2022 9:14:19 PM | 243 ms] : ( d6_1377.781_False_0 )
[4/12/2022 9:14:19 PM | 354 ms] : ( d1_12.09976_False_0 )
[4/12/2022 9:14:19 PM | 369 ms] : ( d2_25.88089_False_0 )
[4/12/2022 9:14:19 PM | 383 ms] : ( d3_17.08766_False_0 )
[4/12/2022 9:14:19 PM | 398 ms] : ( d4_47.53911_False_0 )
[4/12/2022 9:14:19 PM | 414 ms] : ( d5_222.5432_False_0 )
[4/12/2022 9:14:19 PM | 430 ms] : ( d6_1485.76_False_0 )
[4/12/2022 9:14:19 PM | 548 ms] : ( d1_12.74764_False_0 )
[4/12/2022 9:14:19 PM | 559 ms] : ( d2_29.12028_False_0 )
[4/12/2022 9:14:19 PM | 581 ms] : ( d3_15.55533_False_0 )
[4/12/2022 9:14:19 PM | 604 ms] : ( d4_48.0625_False_0 )
[4/12/2022 9:14:19 PM | 626 ms] : ( d5_233.011_False_0 )
[4/12/2022 9:14:19 PM | 655 ms] : ( d6_1430.12_False_0 )
[4/12/2022 9:14:19 PM | 767 ms] : ( d1_10.98107_False_0 )
[4/12/2022 9:14:19 PM | 778 ms] : ( d2_27.45106_False_0 )
[4/12/2022 9:14:19 PM | 799 ms] : ( d3_17.61104_False_0 )
[4/12/2022 9:14:19 PM | 810 ms] : ( d4_53.81014_False_0 )
[4/12/2022 9:14:19 PM | 830 ms] : ( d5_243.4787_False_0 )
[4/12/2022 9:14:19 PM | 863 ms] : ( d6_1135.692_False_0 )
[4/12/2022 9:14:19 PM | 982 ms] : ( d1_10.64723_False_0 )
[4/12/2022 9:14:19 PM | 998 ms] : ( d2_33.61821_False_0 )
[4/12/2022 9:14:20 PM |  19 ms] : ( d3_19.66676_False_0 )
[4/12/2022 9:14:20 PM |  48 ms] : ( d4_46.28537_False_0 )
[4/12/2022 9:14:20 PM |  68 ms] : ( d5_164.7444_False_0 )
[4/12/2022 9:14:20 PM | 100 ms] : ( d6_1259.453_False_0 )
[4/12/2022 9:14:20 PM | 218 ms] : ( d1_12.95707_False_0 )
[4/12/2022 9:14:20 PM | 233 ms] : ( d2_37.33107_False_0 )
[4/12/2022 9:14:20 PM | 248 ms] : ( d3_15.90438_False_0 )
[4/12/2022 9:14:20 PM | 267 ms] : ( d4_50.39681_False_0 )
[4/12/2022 9:14:20 PM | 288 ms] : ( d5_246.9732_False_0 )
[4/12/2022 9:14:20 PM | 320 ms] : ( d6_1465.025_False_0 )
[4/12/2022 9:14:20 PM | 441 ms] : ( d1_10.69965_False_0 )
[4/12/2022 9:14:20 PM | 476 ms] : ( d2_31.42599_False_0 )
[4/12/2022 9:14:20 PM | 506 ms] : ( d3_15.73005_False_0 )
[4/12/2022 9:14:20 PM | 531 ms] : ( d4_54.82389_False_0 )
[4/12/2022 9:14:20 PM | 547 ms] : ( d5_168.2389_False_0 )
[4/12/2022 9:14:20 PM | 563 ms] : ( d6_1350_False_0 )
[4/12/2022 9:14:20 PM | 676 ms] : ( d1_10.00949_False_0 )
[4/12/2022 9:14:20 PM | 707 ms] : ( d2_37.59315_False_0 )
[4/12/2022 9:14:20 PM | 735 ms] : ( d3_15.17364_False_0 )
[4/12/2022 9:14:20 PM | 751 ms] : ( d4_48.93533_False_0 )
[4/12/2022 9:14:20 PM | 767 ms] : ( d5_250.4677_False_0 )
[4/12/2022 9:14:20 PM | 789 ms] : ( d6_1473.761_False_0 )
[4/12/2022 9:14:20 PM | 911 ms] : ( d1_10.75206_False_0 )
[4/12/2022 9:14:20 PM | 930 ms] : ( d2_34.14238_False_0 )
[4/12/2022 9:14:20 PM | 942 ms] : ( d3_17.22936_False_0 )
[4/12/2022 9:14:20 PM | 957 ms] : ( d4_53.04677_False_0 )
[4/12/2022 9:14:20 PM | 972 ms] : ( d5_228.2113_False_0 )
[4/12/2022 9:14:20 PM | 988 ms] : ( d6_1499.931_False_0 )
[4/12/2022 9:14:21 PM | 115 ms] : ( d1_10.90908_False_0 )
[4/12/2022 9:14:21 PM | 135 ms] : ( d2_34.92747_False_0 )
[4/12/2022 9:14:21 PM | 146 ms] : ( d3_17.49105_False_0 )
[4/12/2022 9:14:21 PM | 167 ms] : ( d4_53.57016_False_0 )
[4/12/2022 9:14:21 PM | 177 ms] : ( d5_143.1642_False_0 )
[4/12/2022 9:14:21 PM | 198 ms] : ( d6_1026.1_False_0 )
[4/12/2022 9:14:21 PM | 309 ms] : ( d1_11.55696_False_0 )
[4/12/2022 9:14:21 PM | 320 ms] : ( d2_30.33047_False_0 )
[4/12/2022 9:14:21 PM | 342 ms] : ( d3_18.57085_False_0 )
[4/12/2022 9:14:21 PM | 352 ms] : ( d4_50.5055_False_0 )
[4/12/2022 9:14:21 PM | 373 ms] : ( d5_281.8709_False_0 )
[4/12/2022 9:14:21 PM | 383 ms] : ( d6_1134.08_False_0 )
[4/12/2022 9:14:21 PM | 497 ms] : ( d1_10.63756_False_0 )
[4/12/2022 9:14:21 PM | 508 ms] : ( d2_33.56986_False_0 )
[4/12/2022 9:14:21 PM | 524 ms] : ( d3_17.03852_False_0 )
[4/12/2022 9:14:21 PM | 540 ms] : ( d4_52.66508_False_0 )
[4/12/2022 9:14:21 PM | 556 ms] : ( d5_125.0627_False_0 )
[4/12/2022 9:14:21 PM | 571 ms] : ( d6_1480.847_False_0 )
[4/12/2022 9:14:21 PM | 682 ms] : ( d1_11.28543_False_0 )
[4/12/2022 9:14:21 PM | 704 ms] : ( d2_28.97287_False_0 )
[4/12/2022 9:14:21 PM | 715 ms] : ( d3_18.11831_False_0 )
[4/12/2022 9:14:21 PM | 735 ms] : ( d4_49.60043_False_0 )
[4/12/2022 9:14:21 PM | 746 ms] : ( d5_263.7695_False_0 )
[4/12/2022 9:14:21 PM | 766 ms] : ( d6_1088.826_False_0 )
[4/12/2022 9:14:21 PM | 878 ms] : ( d1_11.44245_False_0 )
[4/12/2022 9:14:21 PM | 908 ms] : ( d2_29.75795_False_0 )
[4/12/2022 9:14:21 PM | 918 ms] : ( d3_18.38001_False_0 )
[4/12/2022 9:14:21 PM | 938 ms] : ( d4_45.34806_False_0 )
[4/12/2022 9:14:21 PM | 958 ms] : ( d5_145.9982_False_0 )
[4/12/2022 9:14:21 PM | 988 ms] : ( d6_1033.185_False_0 )
[4/12/2022 9:14:22 PM | 105 ms] : ( d1_11.10861_False_0 )
[4/12/2022 9:14:22 PM | 120 ms] : ( d2_35.9251_False_0 )
[4/12/2022 9:14:22 PM | 135 ms] : ( d3_15.43573_False_0 )
[4/12/2022 9:14:22 PM | 151 ms] : ( d4_54.23525_False_0 )
[4/12/2022 9:14:22 PM | 167 ms] : ( d5_156.466_False_0 )
[4/12/2022 9:14:22 PM | 183 ms] : ( d6_1320.568_False_0 )
[4/12/2022 9:14:22 PM | 303 ms] : ( d1_12.8329_False_0 )
[4/12/2022 9:14:22 PM | 334 ms] : ( d2_27.09226_False_0 )
[4/12/2022 9:14:22 PM | 364 ms] : ( d3_16.67334_False_0 )
[4/12/2022 9:14:22 PM | 395 ms] : ( d4_50.29853_False_0 )
[4/12/2022 9:14:22 PM | 429 ms] : ( d5_149.4927_False_0 )
[4/12/2022 9:14:22 PM | 452 ms] : ( d6_1041.922_False_0 )
[4/12/2022 9:14:22 PM | 562 ms] : ( d1_11.65188_False_0 )
[4/12/2022 9:14:22 PM | 578 ms] : ( d2_30.80511_False_0 )
[4/12/2022 9:14:22 PM | 593 ms] : ( d3_18.72906_False_0 )
[4/12/2022 9:14:22 PM | 608 ms] : ( d4_50.82192_False_0 )
[4/12/2022 9:14:22 PM | 623 ms] : ( d5_288.1995_False_0 )
[4/12/2022 9:14:22 PM | 638 ms] : ( d6_1149.901_False_0 )
[4/12/2022 9:14:22 PM | 749 ms] : ( d1_10.73248_False_0 )
[4/12/2022 9:14:22 PM | 770 ms] : ( d2_31.59019_False_0 )
[4/12/2022 9:14:22 PM | 800 ms] : ( d3_15.78478_False_0 )
[4/12/2022 9:14:22 PM | 831 ms] : ( d4_48.52141_False_0 )
[4/12/2022 9:14:22 PM | 862 ms] : ( d5_209.4652_False_0 )
[4/12/2022 9:14:22 PM | 895 ms] : ( d6_1371.255_False_0 )
[4/12/2022 9:14:23 PM |  20 ms] : ( d1_10.13702_False_0 )
[4/12/2022 9:14:23 PM |  51 ms] : ( d2_36.44928_False_0 )
[4/12/2022 9:14:23 PM |  84 ms] : ( d3_19.79235_False_0 )
[4/12/2022 9:14:23 PM | 117 ms] : ( d4_46.53654_False_0 )
[4/12/2022 9:14:23 PM | 143 ms] : ( d5_202.4919_False_0 )
[4/12/2022 9:14:23 PM | 159 ms] : ( d6_1174.42_False_0 )
[4/12/2022 9:14:23 PM | 272 ms] : ( d1_11.95601_False_0 )
[4/12/2022 9:14:23 PM | 302 ms] : ( d2_30.5442_False_0 )
[4/12/2022 9:14:23 PM | 335 ms] : ( d3_17.82399_False_0 )
[4/12/2022 9:14:23 PM | 362 ms] : ( d4_52.59983_False_0 )
[4/12/2022 9:14:23 PM | 378 ms] : ( d5_123.7576_False_0 )
[4/12/2022 9:14:23 PM | 394 ms] : ( d6_1477.584_False_0 )
[4/12/2022 9:14:23 PM | 503 ms] : ( d1_11.26586_False_0 )
[4/12/2022 9:14:23 PM | 519 ms] : ( d2_28.87498_False_0 )
[4/12/2022 9:14:23 PM | 535 ms] : ( d3_18.08569_False_0 )
[4/12/2022 9:14:23 PM | 550 ms] : ( d4_54.75942_False_0 )
[4/12/2022 9:14:23 PM | 566 ms] : ( d5_262.4644_False_0 )
[4/12/2022 9:14:23 PM | 582 ms] : ( d6_1085.563_False_0 )
[4/12/2022 9:14:23 PM | 700 ms] : ( d1_10.34646_False_0 )
[4/12/2022 9:14:23 PM | 711 ms] : ( d2_32.11436_False_0 )
[4/12/2022 9:14:23 PM | 734 ms] : ( d3_16.55335_False_0 )
[4/12/2022 9:14:23 PM | 744 ms] : ( d4_51.69476_False_0 )
[4/12/2022 9:14:23 PM | 764 ms] : ( d5_105.6562_False_0 )
[4/12/2022 9:14:23 PM | 775 ms] : ( d6_1432.33_False_0 )
[4/12/2022 9:14:23 PM | 887 ms] : ( d1_10.99434_False_0 )
[4/12/2022 9:14:23 PM | 899 ms] : ( d2_27.51737_False_0 )
[4/12/2022 9:14:23 PM | 920 ms] : ( d3_17.63315_False_0 )
[4/12/2022 9:14:23 PM | 931 ms] : ( d4_53.85435_False_0 )
[4/12/2022 9:14:23 PM | 952 ms] : ( d5_244.3629_False_0 )
[4/12/2022 9:14:23 PM | 963 ms] : ( d6_1040.31_False_0 )
[4/12/2022 9:14:24 PM |  78 ms] : ( d1_10.07494_False_0 )
[4/12/2022 9:14:24 PM |  88 ms] : ( d2_30.75676_False_0 )
[4/12/2022 9:14:24 PM | 104 ms] : ( d3_16.10082_False_0 )
[4/12/2022 9:14:24 PM | 119 ms] : ( d4_50.78969_False_0 )
[4/12/2022 9:14:24 PM | 134 ms] : ( d5_287.5547_False_0 )
[4/12/2022 9:14:24 PM | 150 ms] : ( d6_1387.077_False_0 )
[4/12/2022 9:14:24 PM | 268 ms] : ( d1_10.72281_False_0 )
[4/12/2022 9:14:24 PM | 299 ms] : ( d2_31.54184_False_0 )
[4/12/2022 9:14:24 PM | 311 ms] : ( d3_18.97464_False_0 )
[4/12/2022 9:14:24 PM | 332 ms] : ( d4_54.90112_False_0 )
[4/12/2022 9:14:24 PM | 364 ms] : ( d5_137.0594_False_0 )
[4/12/2022 9:14:24 PM | 394 ms] : ( d6_1190.241_False_0 )
[4/12/2022 9:14:24 PM | 514 ms] : ( d1_12.5418_False_0 )
[4/12/2022 9:14:24 PM | 535 ms] : ( d2_35.25469_False_0 )
[4/12/2022 9:14:24 PM | 564 ms] : ( d3_17.00628_False_0 )
[4/12/2022 9:14:24 PM | 588 ms] : ( d4_50.96441_False_0 )
[4/12/2022 9:14:24 PM | 613 ms] : ( d5_258.3251_False_0 )
[4/12/2022 9:14:24 PM | 643 ms] : ( d6_1075.215_False_0 )
[4/12/2022 9:14:24 PM | 753 ms] : ( d1_11.36079_False_0 )
[4/12/2022 9:14:24 PM | 785 ms] : ( d2_34.7317_False_0 )
[4/12/2022 9:14:24 PM | 814 ms] : ( d3_15.03792_False_0 )
[4/12/2022 9:14:24 PM | 829 ms] : ( d4_53.43964_False_0 )
[4/12/2022 9:14:24 PM | 844 ms] : ( d5_140.5539_False_0 )
[4/12/2022 9:14:24 PM | 860 ms] : ( d6_1019.575_False_0 )
[4/12/2022 9:14:24 PM | 973 ms] : ( d1_11.02694_False_0 )
[4/12/2022 9:14:25 PM |   3 ms] : ( d2_25.89885_False_0 )
[4/12/2022 9:14:25 PM |  19 ms] : ( d3_19.48152_False_0 )
[4/12/2022 9:14:25 PM |  35 ms] : ( d4_47.55108_False_0 )
[4/12/2022 9:14:25 PM |  51 ms] : ( d5_222.7827_False_0 )
[4/12/2022 9:14:25 PM |  67 ms] : ( d6_1225.146_False_0 )
[4/12/2022 9:14:25 PM | 176 ms] : ( d1_12.75123_False_0 )
[4/12/2022 9:14:25 PM | 191 ms] : ( d2_36.30186_False_0 )
[4/12/2022 9:14:25 PM | 221 ms] : ( d3_15.56131_False_0 )
[4/12/2022 9:14:25 PM | 237 ms] : ( d4_48.07447_False_0 )
[4/12/2022 9:14:25 PM | 253 ms] : ( d5_233.2504_False_0 )
[4/12/2022 9:14:25 PM | 268 ms] : ( d6_1251.316_False_0 )
[4/12/2022 9:14:25 PM | 379 ms] : ( d1_12.90825_False_0 )
