[5/7/2022 10:48:08 AM | 941 ms] : ( d1_11.99504_False_0 )
[5/7/2022 10:48:10 AM | 494 ms] : ( d3_19.28487_False_0 )
[5/7/2022 10:48:10 AM | 510 ms] : ( d4_47.15779_False_0 )
[5/7/2022 10:48:10 AM | 525 ms] : ( d5_110.4317_False_0 )
[5/7/2022 10:48:10 AM | 540 ms] : ( d6_1205.482_False_0 )
[5/7/2022 10:48:10 AM | 651 ms] : ( d1_11.06597_False_0 )
[5/7/2022 10:48:10 AM | 667 ms] : ( d2_35.71192_False_0 )
[5/7/2022 10:48:10 AM | 683 ms] : ( d3_17.75254_False_0 )
[5/7/2022 10:48:10 AM | 699 ms] : ( d4_54.09313_False_0 )
[5/7/2022 10:48:10 AM | 714 ms] : ( d5_153.6236_False_0 )
[5/7/2022 10:48:10 AM | 730 ms] : ( d6_1052.249_False_0 )
[5/7/2022 10:48:10 AM | 839 ms] : ( d1_11.71385_False_0 )
[5/7/2022 10:48:10 AM | 855 ms] : ( d2_31.11493_False_0 )
[5/7/2022 10:48:10 AM | 871 ms] : ( d3_18.83233_False_0 )
[5/7/2022 10:48:10 AM | 886 ms] : ( d4_46.25272_False_0 )
[5/7/2022 10:48:10 AM | 902 ms] : ( d5_292.3303_False_0 )
[5/7/2022 10:48:10 AM | 918 ms] : ( d6_1160.228_False_0 )
[5/7/2022 10:48:11 AM |  29 ms] : ( d1_10.79445_False_0 )
[5/7/2022 10:48:11 AM |  44 ms] : ( d2_34.35431_False_0 )
[5/7/2022 10:48:11 AM |  59 ms] : ( d3_17.3_False_0 )
[5/7/2022 10:48:11 AM |  75 ms] : ( d4_53.18806_False_0 )
[5/7/2022 10:48:11 AM |  91 ms] : ( d5_135.5221_False_0 )
[5/7/2022 10:48:11 AM | 107 ms] : ( d6_1006.995_False_0 )
[5/7/2022 10:48:11 AM | 218 ms] : ( d1_10.95146_False_0 )
[5/7/2022 10:48:11 AM | 234 ms] : ( d2_35.13939_False_0 )
[5/7/2022 10:48:11 AM | 250 ms] : ( d3_15.17382_False_0 )
[5/7/2022 10:48:11 AM | 266 ms] : ( d4_53.71144_False_0 )
[5/7/2022 10:48:11 AM | 282 ms] : ( d5_145.9899_False_0 )
[5/7/2022 10:48:11 AM | 298 ms] : ( d6_1033.165_False_0 )
[5/7/2022 10:48:11 AM | 407 ms] : ( d1_11.59934_False_0 )
[5/7/2022 10:48:11 AM | 422 ms] : ( d2_30.5424_False_0 )
[5/7/2022 10:48:11 AM | 438 ms] : ( d3_18.64149_False_0 )
[5/7/2022 10:48:11 AM | 454 ms] : ( d4_45.87103_False_0 )
[5/7/2022 10:48:11 AM | 469 ms] : ( d5_284.6966_False_0 )
[5/7/2022 10:48:11 AM | 484 ms] : ( d6_1141.144_False_0 )
[5/7/2022 10:48:11 AM | 593 ms] : ( d1_10.67994_False_0 )
[5/7/2022 10:48:11 AM | 609 ms] : ( d2_33.78179_False_0 )
[5/7/2022 10:48:11 AM | 624 ms] : ( d3_19.72129_False_0 )
[5/7/2022 10:48:11 AM | 640 ms] : ( d4_52.80637_False_0 )
[5/7/2022 10:48:11 AM | 656 ms] : ( d5_127.8884_False_0 )
[5/7/2022 10:48:11 AM | 671 ms] : ( d6_1487.911_False_0 )
[5/7/2022 10:48:11 AM | 780 ms] : ( d1_11.32782_False_0 )
[5/7/2022 10:48:11 AM | 796 ms] : ( d2_29.18479_False_0 )
[5/7/2022 10:48:11 AM | 811 ms] : ( d3_18.18896_False_0 )
[5/7/2022 10:48:11 AM | 842 ms] : ( d4_54.96596_False_0 )
[5/7/2022 10:48:11 AM | 858 ms] : ( d5_138.3562_False_0 )
[5/7/2022 10:48:11 AM | 888 ms] : ( d6_1275.293_False_0 )
[5/7/2022 10:48:11 AM | 997 ms] : ( d1_11.48484_False_0 )
[5/7/2022 10:48:12 AM |  13 ms] : ( d2_37.80626_False_0 )
[5/7/2022 10:48:12 AM |  29 ms] : ( d3_18.45065_False_0 )
[5/7/2022 10:48:12 AM |  43 ms] : ( d4_45.48935_False_0 )
[5/7/2022 10:48:12 AM |  58 ms] : ( d5_277.063_False_0 )
[5/7/2022 10:48:12 AM |  74 ms] : ( d6_1122.06_False_0 )
[5/7/2022 10:48:12 AM | 184 ms] : ( d1_10.56544_False_0 )
[5/7/2022 10:48:12 AM | 200 ms] : ( d2_33.20926_False_0 )
[5/7/2022 10:48:12 AM | 216 ms] : ( d3_19.53045_False_0 )
[5/7/2022 10:48:12 AM | 231 ms] : ( d4_52.42469_False_0 )
[5/7/2022 10:48:12 AM | 247 ms] : ( d5_120.2548_False_0 )
[5/7/2022 10:48:12 AM | 263 ms] : ( d6_1230.039_False_0 )
[5/7/2022 10:48:12 AM | 373 ms] : ( d1_11.21331_False_0 )
[5/7/2022 10:48:12 AM | 389 ms] : ( d2_36.44865_False_0 )
[5/7/2022 10:48:12 AM | 405 ms] : ( d3_19.79214_False_0 )
[5/7/2022 10:48:12 AM | 435 ms] : ( d4_52.94807_False_0 )
[5/7/2022 10:48:12 AM | 451 ms] : ( d5_130.7225_False_0 )
[5/7/2022 10:48:12 AM | 466 ms] : ( d6_1256.209_False_0 )
[5/7/2022 10:48:12 AM | 577 ms] : ( d1_12.44675_False_0 )
[5/7/2022 10:48:12 AM | 593 ms] : ( d2_34.77942_False_0 )
[5/7/2022 10:48:12 AM | 608 ms] : ( d3_15.05383_False_0 )
[5/7/2022 10:48:12 AM | 624 ms] : ( d4_48.69572_False_0 )
[5/7/2022 10:48:12 AM | 639 ms] : ( d5_141.1903_False_0 )
[5/7/2022 10:48:12 AM | 655 ms] : ( d6_1282.378_False_0 )
[5/7/2022 10:48:12 AM | 765 ms] : ( d1_11.52735_False_0 )
[5/7/2022 10:48:12 AM | 780 ms] : ( d2_38.01881_False_0 )
[5/7/2022 10:48:12 AM | 796 ms] : ( d3_18.5215_False_0 )
[5/7/2022 10:48:12 AM | 812 ms] : ( d4_45.63105_False_0 )
[5/7/2022 10:48:12 AM | 827 ms] : ( d5_184.3821_False_0 )
[5/7/2022 10:48:12 AM | 843 ms] : ( d6_1129.145_False_0 )
[5/7/2022 10:48:12 AM | 953 ms] : ( d1_12.17522_False_0 )
[5/7/2022 10:48:12 AM | 969 ms] : ( d2_33.42182_False_0 )
[5/7/2022 10:48:12 AM | 985 ms] : ( d3_19.6013_False_0 )
[5/7/2022 10:48:13 AM |   1 ms] : ( d4_47.79065_False_0 )
[5/7/2022 10:48:13 AM |  17 ms] : ( d5_123.0888_False_0 )
[5/7/2022 10:48:13 AM |  33 ms] : ( d6_1237.125_False_0 )
[5/7/2022 10:48:13 AM | 144 ms] : ( d1_11.25583_False_0 )
[5/7/2022 10:48:13 AM | 159 ms] : ( d2_36.6612_False_0 )
[5/7/2022 10:48:13 AM | 174 ms] : ( d3_18.06897_False_0 )
[5/7/2022 10:48:13 AM | 190 ms] : ( d4_54.72598_False_0 )
[5/7/2022 10:48:13 AM | 206 ms] : ( d5_166.2807_False_0 )
[5/7/2022 10:48:13 AM | 222 ms] : ( d6_1083.891_False_0 )
[5/7/2022 10:48:30 AM | 913 ms] : ( d1_12.48022_False_0 )
[5/7/2022 10:48:30 AM | 920 ms] : ( d2_34.9468_False_0 )
[5/7/2022 10:48:30 AM | 936 ms] : ( d3_15.10963_False_0 )
[5/7/2022 10:48:30 AM | 952 ms] : ( d4_48.8073_False_0 )
[5/7/2022 10:48:30 AM | 967 ms] : ( d5_143.422_False_0 )
[5/7/2022 10:48:30 AM | 998 ms] : ( d6_1287.957_False_0 )
[5/7/2022 10:48:31 AM | 107 ms] : ( d1_11.56082_False_0 )
[5/7/2022 10:48:31 AM | 123 ms] : ( d2_38.18619_False_0 )
[5/7/2022 10:48:31 AM | 139 ms] : ( d3_15.37132_False_0 )
[5/7/2022 10:48:31 AM | 155 ms] : ( d4_49.33069_False_0 )
[5/7/2022 10:48:31 AM | 171 ms] : ( d5_153.8897_False_0 )
[5/7/2022 10:48:31 AM | 187 ms] : ( d6_1314.127_False_0 )
[5/7/2022 10:48:31 AM | 298 ms] : ( d1_11.71784_False_0 )
[5/7/2022 10:48:31 AM | 313 ms] : ( d2_38.97127_False_0 )
[5/7/2022 10:48:31 AM | 329 ms] : ( d3_16.45111_False_0 )
[5/7/2022 10:48:31 AM | 345 ms] : ( d4_46.26603_False_0 )
[5/7/2022 10:48:31 AM | 361 ms] : ( d5_197.0815_False_0 )
[5/7/2022 10:48:31 AM | 376 ms] : ( d6_1422.106_False_0 )
[5/7/2022 10:48:31 AM | 485 ms] : ( d1_12.36572_False_0 )
[5/7/2022 10:48:31 AM | 500 ms] : ( d2_27.21066_False_0 )
[5/7/2022 10:48:31 AM | 516 ms] : ( d3_19.91878_False_0 )
[5/7/2022 10:48:31 AM | 531 ms] : ( d4_48.42562_False_0 )
[5/7/2022 10:48:31 AM | 546 ms] : ( d5_135.7883_False_0 )
[5/7/2022 10:48:31 AM | 562 ms] : ( d6_1268.873_False_0 )
[5/7/2022 10:48:31 AM | 673 ms] : ( d1_11.44632_False_0 )
[5/7/2022 10:48:31 AM | 689 ms] : ( d2_37.61366_False_0 )
[5/7/2022 11:13:03 AM | 414 ms] : ( d1_10.30565_False_0 )
[5/7/2022 11:13:03 AM | 424 ms] : ( d2_39.07396_False_0 )
[5/7/2022 11:13:03 AM | 438 ms] : ( d3_16.48534_False_0 )
[5/7/2022 11:13:03 AM | 454 ms] : ( d4_51.55873_False_0 )
[5/7/2022 11:13:03 AM | 470 ms] : ( d5_198.4507_False_0 )
[5/7/2022 11:13:03 AM | 486 ms] : ( d6_1425.529_False_0 )
[5/7/2022 11:13:03 AM | 595 ms] : ( d1_12.38625_False_0 )
[5/7/2022 11:13:03 AM | 611 ms] : ( d2_27.31334_False_0 )
[5/7/2022 11:13:03 AM | 627 ms] : ( d3_17.56514_False_0 )
[5/7/2022 11:13:03 AM | 643 ms] : ( d4_48.49407_False_0 )
[5/7/2022 11:13:03 AM | 658 ms] : ( d5_241.6425_False_0 )
[5/7/2022 11:13:03 AM | 673 ms] : ( d6_1272.296_False_0 )
[5/7/2022 11:13:03 AM | 782 ms] : ( d1_10.03413_False_0 )
[5/7/2022 11:13:03 AM | 798 ms] : ( d2_37.71635_False_0 )
[5/7/2022 11:13:03 AM | 813 ms] : ( d3_16.03281_False_0 )
[5/7/2022 11:13:03 AM | 829 ms] : ( d4_50.65366_False_0 )
[5/7/2022 11:13:03 AM | 845 ms] : ( d5_180.3492_False_0 )
[5/7/2022 11:13:03 AM | 860 ms] : ( d6_1380.276_False_0 )
[5/7/2022 11:13:03 AM | 970 ms] : ( d1_12.11473_False_0 )
[5/7/2022 11:13:03 AM | 986 ms] : ( d2_25.95573_False_0 )
[5/7/2022 11:13:04 AM |   1 ms] : ( d3_17.1126_False_0 )
[5/7/2022 11:13:04 AM |  17 ms] : ( d4_47.589_False_0 )
[5/7/2022 11:13:04 AM |  33 ms] : ( d5_223.541_False_0 )
[5/7/2022 11:13:04 AM |  48 ms] : ( d6_1227.042_False_0 )
[5/7/2022 11:13:04 AM | 157 ms] : ( d1_12.76261_False_0 )
[5/7/2022 11:13:04 AM | 173 ms] : ( d2_36.35874_False_0 )
[5/7/2022 11:13:04 AM | 188 ms] : ( d3_15.58027_False_0 )
[5/7/2022 11:13:04 AM | 204 ms] : ( d4_49.74859_False_0 )
[5/7/2022 11:13:04 AM | 220 ms] : ( d5_162.2478_False_0 )
[5/7/2022 11:13:04 AM | 235 ms] : ( d6_1335.022_False_0 )
[5/7/2022 11:13:04 AM | 344 ms] : ( d1_11.84321_False_0 )
[5/7/2022 11:13:04 AM | 360 ms] : ( d2_39.59813_False_0 )
[5/7/2022 11:13:04 AM | 375 ms] : ( d3_16.66007_False_0 )
[5/7/2022 11:13:04 AM | 391 ms] : ( d4_46.68393_False_0 )
[5/7/2022 11:13:04 AM | 407 ms] : ( d5_205.4396_False_0 )
[5/7/2022 11:13:04 AM | 423 ms] : ( d6_1181.789_False_0 )
[5/7/2022 11:13:04 AM | 531 ms] : ( d1_12.49109_False_0 )
[5/7/2022 11:13:04 AM | 547 ms] : ( d2_35.00113_False_0 )
[5/7/2022 11:13:04 AM | 563 ms] : ( d3_15.12774_False_0 )
[5/7/2022 11:13:04 AM | 677 ms] : ( d4_54.69906_False_0 )
[5/7/2022 11:13:04 AM | 692 ms] : ( d5_165.7423_False_0 )
[5/7/2022 11:13:04 AM | 821 ms] : ( d6_1315.938_False_0 )
[5/7/2022 11:13:04 AM | 928 ms] : ( d1_11.7287_False_0 )
[5/7/2022 11:13:04 AM | 944 ms] : ( d2_39.0256_False_0 )
[5/7/2022 11:13:04 AM | 960 ms] : ( d3_16.46922_False_0 )
[5/7/2022 11:13:04 AM | 976 ms] : ( d4_46.30225_False_0 )
[5/7/2022 11:13:04 AM | 991 ms] : ( d5_197.8059_False_0 )
[5/7/2022 11:13:05 AM |   7 ms] : ( d6_1423.917_False_0 )
[5/7/2022 11:13:05 AM | 118 ms] : ( d1_12.37658_False_0 )
[5/7/2022 11:13:05 AM | 133 ms] : ( d2_27.26498_False_0 )
[5/7/2022 11:13:05 AM | 149 ms] : ( d3_19.93689_False_0 )
[5/7/2022 11:13:05 AM | 164 ms] : ( d4_48.46184_False_0 )
[5/7/2022 11:13:05 AM | 180 ms] : ( d5_136.5127_False_0 )
[5/7/2022 11:13:05 AM | 195 ms] : ( d6_1270.684_False_0 )
[5/7/2022 11:13:05 AM | 307 ms] : ( d1_11.45718_False_0 )
[5/7/2022 11:13:05 AM | 322 ms] : ( d2_37.66799_False_0 )
[5/7/2022 11:13:05 AM | 338 ms] : ( d3_16.01669_False_0 )
[5/7/2022 11:13:05 AM | 354 ms] : ( d4_45.39717_False_0 )
[5/7/2022 11:13:05 AM | 370 ms] : ( d5_179.7045_False_0 )
[5/7/2022 11:13:05 AM | 386 ms] : ( d6_1378.664_False_0 )
[5/7/2022 11:13:05 AM | 496 ms] : ( d1_12.10506_False_0 )
[5/7/2022 11:13:05 AM | 511 ms] : ( d2_25.90738_False_0 )
[5/7/2022 11:13:05 AM | 527 ms] : ( d3_19.48436_False_0 )
[5/7/2022 11:13:05 AM | 542 ms] : ( d4_47.55677_False_0 )
[5/7/2022 11:13:05 AM | 558 ms] : ( d5_118.4112_False_0 )
[5/7/2022 11:13:05 AM | 573 ms] : ( d6_1225.431_False_0 )
[5/7/2022 11:13:05 AM | 684 ms] : ( d1_11.18566_False_0 )
[5/7/2022 11:13:05 AM | 699 ms] : ( d2_36.31038_False_0 )
[5/7/2022 11:13:05 AM | 715 ms] : ( d3_15.56415_False_0 )
[5/7/2022 11:13:05 AM | 730 ms] : ( d4_54.4921_False_0 )
[5/7/2022 11:13:05 AM | 746 ms] : ( d5_161.6031_False_0 )
[5/7/2022 11:13:05 AM | 761 ms] : ( d6_1333.41_False_0 )
[5/7/2022 11:13:05 AM | 871 ms] : ( d1_11.83354_False_0 )
[5/7/2022 11:13:05 AM | 887 ms] : ( d2_39.54977_False_0 )
[5/7/2022 11:13:05 AM | 902 ms] : ( d3_19.03182_False_0 )
[5/7/2022 11:13:05 AM | 918 ms] : ( d4_46.65169_False_0 )
[5/7/2022 11:13:05 AM | 933 ms] : ( d5_100.3098_False_0 )
[5/7/2022 11:13:05 AM | 949 ms] : ( d6_1180.177_False_0 )
[5/7/2022 11:13:06 AM |  57 ms] : ( d1_10.91414_False_0 )
[5/7/2022 11:13:06 AM |  73 ms] : ( d2_34.95277_False_0 )
[5/7/2022 11:13:06 AM |  89 ms] : ( d3_15.11162_False_0 )
[5/7/2022 11:13:06 AM | 105 ms] : ( d4_53.58703_False_0 )
[5/7/2022 11:13:06 AM | 120 ms] : ( d5_143.5016_False_0 )
[5/7/2022 11:13:06 AM | 136 ms] : ( d6_1288.157_False_0 )
[5/7/2022 11:13:06 AM | 244 ms] : ( d1_11.56202_False_0 )
[5/7/2022 11:13:06 AM | 259 ms] : ( d2_38.19216_False_0 )
[5/7/2022 11:13:06 AM | 274 ms] : ( d3_18.57929_False_0 )
[5/7/2022 11:13:06 AM | 290 ms] : ( d4_45.74662_False_0 )
[5/7/2022 11:13:06 AM | 306 ms] : ( d5_282.2084_False_0 )
[5/7/2022 11:13:06 AM | 321 ms] : ( d6_1134.923_False_0 )
[5/7/2022 11:13:06 AM | 431 ms] : ( d1_10.64262_False_0 )
[5/7/2022 11:13:06 AM | 446 ms] : ( d2_33.59517_False_0 )
[5/7/2022 11:13:06 AM | 462 ms] : ( d3_19.65908_False_0 )
[5/7/2022 11:13:06 AM | 478 ms] : ( d4_52.68196_False_0 )
[5/7/2022 11:13:06 AM | 494 ms] : ( d5_125.4002_False_0 )
[5/7/2022 11:13:06 AM | 510 ms] : ( d6_1242.903_False_0 )
[5/7/2022 11:13:06 AM | 619 ms] : ( d1_11.2905_False_0 )
[5/7/2022 11:13:06 AM | 635 ms] : ( d2_36.83455_False_0 )
[5/7/2022 11:13:06 AM | 651 ms] : ( d3_18.12675_False_0 )
[5/7/2022 11:13:06 AM | 666 ms] : ( d4_54.84155_False_0 )
[5/7/2022 11:13:06 AM | 682 ms] : ( d5_264.1069_False_0 )
[5/7/2022 11:13:06 AM | 697 ms] : ( d6_1089.67_False_0 )
[5/7/2022 11:13:06 AM | 807 ms] : ( d1_10.3711_False_0 )
[5/7/2022 11:13:06 AM | 823 ms] : ( d2_32.23756_False_0 )
[5/7/2022 11:13:06 AM | 839 ms] : ( d3_19.20654_False_0 )
[5/7/2022 11:13:06 AM | 855 ms] : ( d4_51.77689_False_0 )
[5/7/2022 11:13:06 AM | 871 ms] : ( d5_107.2988_False_0 )
[5/7/2022 11:13:06 AM | 886 ms] : ( d6_1197.649_False_0 )
[5/7/2022 11:13:06 AM | 996 ms] : ( d1_11.01897_False_0 )
[5/7/2022 11:13:07 AM |  11 ms] : ( d2_35.47695_False_0 )
[5/7/2022 11:13:07 AM |  26 ms] : ( d3_17.67421_False_0 )
[5/7/2022 11:13:07 AM |  41 ms] : ( d4_53.93648_False_0 )
[5/7/2022 11:13:07 AM |  57 ms] : ( d5_246.0055_False_0 )
[5/7/2022 11:13:07 AM |  73 ms] : ( d6_1044.416_False_0 )
[5/7/2022 11:13:07 AM | 182 ms] : ( d1_10.09958_False_0 )
[5/7/2022 11:13:07 AM | 197 ms] : ( d2_30.87995_False_0 )
[5/7/2022 11:13:07 AM | 213 ms] : ( d3_18.75401_False_0 )
[5/7/2022 11:13:07 AM | 228 ms] : ( d4_50.87181_False_0 )
[5/7/2022 11:13:07 AM | 243 ms] : ( d5_289.1973_False_0 )
[5/7/2022 11:13:07 AM | 258 ms] : ( d6_1152.396_False_0 )
[5/7/2022 11:13:07 AM | 367 ms] : ( d1_10.74745_False_0 )
[5/7/2022 11:13:07 AM | 383 ms] : ( d2_34.11934_False_0 )
[5/7/2022 11:13:07 AM | 399 ms] : ( d3_17.22168_False_0 )
[5/7/2022 11:13:07 AM | 414 ms] : ( d4_53.03141_False_0 )
[5/7/2022 11:13:07 AM | 429 ms] : ( d5_227.9041_False_0 )
[5/7/2022 11:13:07 AM | 445 ms] : ( d6_1499.163_False_0 )
[5/7/2022 11:13:07 AM | 555 ms] : ( d1_12.82805_False_0 )
[5/7/2022 11:13:07 AM | 570 ms] : ( d2_29.52234_False_0 )
[5/7/2022 11:13:07 AM | 586 ms] : ( d3_18.30147_False_0 )
[5/7/2022 11:13:07 AM | 601 ms] : ( d4_49.96674_False_0 )
[5/7/2022 11:13:07 AM | 617 ms] : ( d5_271.0959_False_0 )
[5/7/2022 11:13:07 AM | 633 ms] : ( d6_1107.142_False_0 )
[5/7/2022 11:13:07 AM | 743 ms] : ( d1_10.47593_False_0 )
[5/7/2022 11:13:07 AM | 759 ms] : ( d2_32.76173_False_0 )
[5/7/2022 11:13:07 AM | 774 ms] : ( d3_16.76914_False_0 )
[5/7/2022 11:13:07 AM | 790 ms] : ( d4_52.12634_False_0 )
[5/7/2022 11:13:07 AM | 806 ms] : ( d5_209.8026_False_0 )
[5/7/2022 11:13:07 AM | 822 ms] : ( d6_1453.909_False_0 )
[5/7/2022 11:13:07 AM | 931 ms] : ( d1_12.55653_False_0 )
[5/7/2022 11:13:07 AM | 946 ms] : ( d2_28.16474_False_0 )
[5/7/2022 11:13:07 AM | 962 ms] : ( d3_17.84894_False_0 )
[5/7/2022 11:13:07 AM | 978 ms] : ( d4_49.06167_False_0 )
[5/7/2022 11:13:07 AM | 993 ms] : ( d5_252.9944_False_0 )
[5/7/2022 11:13:08 AM |  10 ms] : ( d6_1061.889_False_0 )
[5/7/2022 11:13:08 AM | 119 ms] : ( d1_10.20441_False_0 )
[5/7/2022 11:13:08 AM | 135 ms] : ( d2_31.40412_False_0 )
[5/7/2022 11:13:08 AM | 151 ms] : ( d3_16.31661_False_0 )
[5/7/2022 11:13:08 AM | 167 ms] : ( d4_51.22126_False_0 )
[5/7/2022 11:13:08 AM | 183 ms] : ( d5_191.7012_False_0 )
[5/7/2022 11:13:08 AM | 370 ms] : ( d6_1337.233_False_0 )
[5/7/2022 11:13:08 AM | 479 ms] : ( d1_11.85647_False_0 )
[5/7/2022 11:13:08 AM | 494 ms] : ( d2_39.66444_False_0 )
[5/7/2022 11:13:08 AM | 509 ms] : ( d3_16.68217_False_0 )
[5/7/2022 11:13:08 AM | 524 ms] : ( d4_46.72814_False_0 )
[5/7/2022 11:13:08 AM | 539 ms] : ( d5_206.3238_False_0 )
[5/7/2022 11:13:08 AM | 555 ms] : ( d6_1183.999_False_0 )
[5/7/2022 11:13:08 AM | 666 ms] : ( d1_12.50435_False_0 )
[5/7/2022 11:13:08 AM | 682 ms] : ( d2_35.06745_False_0 )
[5/7/2022 11:13:08 AM | 698 ms] : ( d3_15.14984_False_0 )
[5/7/2022 11:13:08 AM | 713 ms] : ( d4_48.88773_False_0 )
[5/7/2022 11:13:08 AM | 729 ms] : ( d5_145.0306_False_0 )
[5/7/2022 11:13:08 AM | 745 ms] : ( d6_1291.979_False_0 )
[5/7/2022 11:13:08 AM | 854 ms] : ( d1_11.58495_False_0 )
[5/7/2022 11:13:08 AM | 869 ms] : ( d2_38.30683_False_0 )
[5/7/2022 11:13:08 AM | 885 ms] : ( d3_16.22964_False_0 )
[5/7/2022 11:13:08 AM | 901 ms] : ( d4_45.82307_False_0 )
[5/7/2022 11:13:08 AM | 917 ms] : ( d5_188.2224_False_0 )
[5/7/2022 11:13:08 AM | 933 ms] : ( d6_1138.746_False_0 )
[5/7/2022 11:13:09 AM |  42 ms] : ( d1_12.23283_False_0 )
[5/7/2022 11:13:09 AM |  58 ms] : ( d2_33.70984_False_0 )
[5/7/2022 11:13:09 AM |  73 ms] : ( d3_19.6973_False_0 )
[5/7/2022 11:13:09 AM |  89 ms] : ( d4_47.98266_False_0 )
[5/7/2022 11:13:09 AM | 104 ms] : ( d5_126.9291_False_0 )
[5/7/2022 11:13:09 AM | 120 ms] : ( d6_1246.725_False_0 )
[5/7/2022 11:13:09 AM | 229 ms] : ( d1_11.31343_False_0 )
[5/7/2022 11:13:09 AM | 244 ms] : ( d2_36.94922_False_0 )
[5/7/2022 11:13:09 AM | 260 ms] : ( d3_15.7771_False_0 )
[5/7/2022 11:13:09 AM | 275 ms] : ( d4_54.918_False_0 )
[5/7/2022 11:13:09 AM | 291 ms] : ( d5_170.1209_False_0 )
[5/7/2022 11:13:09 AM | 306 ms] : ( d6_1093.492_False_0 )
[5/7/2022 11:13:09 AM | 414 ms] : ( d1_11.96131_False_0 )
[5/7/2022 11:13:09 AM | 430 ms] : ( d2_32.35223_False_0 )
[5/7/2022 11:13:09 AM | 446 ms] : ( d3_19.24477_False_0 )
[5/7/2022 11:13:09 AM | 462 ms] : ( d4_47.07759_False_0 )
[5/7/2022 11:13:09 AM | 477 ms] : ( d5_108.8277_False_0 )
